"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2020","Total","Female","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2022","1071286","2"
"Australia","2020","Total","Female","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2022","2698918","2"
"Australia","2020","Total","Female","Hobart","City proper","Estimate - de jure","Final figure, complete","2022","27595","2"
"Australia","2020","Total","Female","Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2022","110150","2"
"Australia","2020","Total","Female","Melbourne","City proper","Estimate - de jure","Final figure, complete","2022","92933","2"
"Australia","2020","Total","Female","Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2022","2509119","2"
"Australia","2020","Total","Female","Newcastle","City proper","Estimate - de jure","Final figure, complete","2022","84157","2"
"Australia","2020","Total","Female","Newcastle","Urban agglomeration","Estimate - de jure","Final figure, complete","2022","89053","2"
"Australia","2020","Total","Female","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2022","128817","2"
"Australia","2020","Total","Female","Newcastle-Maitland","Urban agglomeration","Estimate - de jure","Final figure, complete","2022","252427","2"
"Australia","2020","Total","Female","Perth","City proper","Estimate - de jure","Final figure, complete","2022","14733","2"
"Australia","2020","Total","Female","Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2022","1051724","2"
"Australia","2020","Total","Female","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2022","173941","2"
"Australia","2020","Total","Female","Sunshine Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2022","180289","2"
"Australia","2020","Total","Female","Sydney","City proper","Estimate - de jure","Final figure, complete","2022","120260","2"
"Australia","2020","Total","Female","Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2022","2495180","2"
"Australia","2020","Total","Female","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2022","87282","2"
"Australia","2020","Total","Female","Townsville","City proper","Estimate - de jure","Final figure, complete","2022","97987","2"
"Australia","2020","Total","Female","Wollongong","City proper","Estimate - de jure","Final figure, complete","2022","110415","2"
"Australia","2019","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Final figure, complete","2021","25456","2"
"Australia","2019","Total","Both Sexes","Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1340794","2"
"Australia","2019","Total","Both Sexes","Ballarat","City proper","Estimate - de jure","Final figure, complete","2021","109505","2"
"Australia","2019","Total","Both Sexes","Bendigo","City proper","Estimate - de jure","Final figure, complete","2021","118093","2"
"Australia","2019","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Final figure, complete","2021","1253982","2"
"Australia","2019","Total","Both Sexes","Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2430180","2"
"Australia","2019","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Final figure, complete","2021","166862","2"
"Australia","2019","Total","Both Sexes","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2021","426704","2"
"Australia","2019","Total","Both Sexes","CANBERRA","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","426704","2"
"Australia","2019","Total","Both Sexes","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2021","487804","2"
"Australia","2019","Total","Both Sexes","Central Coast","City proper","Estimate - de jure","Final figure, complete","2021","343968","2"
"Australia","2019","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Final figure, complete","2021","82886","2"
"Australia","2019","Total","Both Sexes","Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","133331","2"
"Australia","2019","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Final figure, complete","2021","258934","2"
"Australia","2019","Total","Both Sexes","Geelong","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","275794","2"
"Australia","2019","Total","Both Sexes","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2021","620518","2"
"Australia","2019","Total","Both Sexes","Gold Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","636117","2"
"Australia","2019","Total","Both Sexes","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2021","717519","2"
"Australia","2019","Total","Both Sexes","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1359760","2"
"Australia","2019","Total","Both Sexes","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2514184","2"
"Australia","2019","Total","Both Sexes","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","147255","2"
"Australia","2019","Total","Both Sexes","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","236136","2"
"Australia","2019","Total","Both Sexes","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","5078193","2"
"Australia","2019","Total","Both Sexes","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2085973","2"
"Australia","2019","Total","Both Sexes","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","5312163","2"
"Australia","2019","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Final figure, complete","2021","54649","2"
"Australia","2019","Total","Both Sexes","Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","216682","2"
"Australia","2019","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Final figure, complete","2021","178955","2"
"Australia","2019","Total","Both Sexes","Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","4893870","2"
"Australia","2019","Total","Both Sexes","Newcastle","City proper","Estimate - de jure","Final figure, complete","2021","165571","2"
"Australia","2019","Total","Both Sexes","Newcastle","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","175064","2"
"Australia","2019","Total","Both Sexes","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2021","250737","2"
"Australia","2019","Total","Both Sexes","Newcastle-Maitland","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","491474","2"
"Australia","2019","Total","Both Sexes","Perth","City proper","Estimate - de jure","Final figure, complete","2021","28832","2"
"Australia","2019","Total","Both Sexes","Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2045479","2"
"Australia","2019","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2021","328428","2"
"Australia","2019","Total","Both Sexes","Sunshine Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","341069","2"
"Australia","2019","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Final figure, complete","2021","246343","2"
"Australia","2019","Total","Both Sexes","Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","4914343","2"
"Australia","2019","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2021","169008","2"
"Australia","2019","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Final figure, complete","2021","195032","2"
"Australia","2019","Total","Both Sexes","Wollongong","City proper","Estimate - de jure","Final figure, complete","2021","218114","2"
"Australia","2019","Total","Male","Adelaide","City proper","Estimate - de jure","Final figure, complete","2021","13022","2"
"Australia","2019","Total","Male","Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","658973","2"
"Australia","2019","Total","Male","Ballarat","City proper","Estimate - de jure","Final figure, complete","2021","53095","2"
"Australia","2019","Total","Male","Bendigo","City proper","Estimate - de jure","Final figure, complete","2021","57686","2"
"Australia","2019","Total","Male","Brisbane","City proper","Estimate - de jure","Final figure, complete","2021","618628","2"
"Australia","2019","Total","Male","Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1199132","2"
"Australia","2019","Total","Male","Cairns","City proper","Estimate - de jure","Final figure, complete","2021","82287","2"
"Australia","2019","Total","Male","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2021","210971","2"
"Australia","2019","Total","Male","CANBERRA","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","210971","2"
"Australia","2019","Total","Male","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2021","241840","2"
"Australia","2019","Total","Male","Central Coast","City proper","Estimate - de jure","Final figure, complete","2021","168283","2"
"Australia","2019","Total","Male","Darwin","City proper","Estimate - de jure","Final figure, complete","2021","42202","2"
"Australia","2019","Total","Male","Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","69515","2"
"Australia","2019","Total","Male","Geelong","City proper","Estimate - de jure","Final figure, complete","2021","126915","2"
"Australia","2019","Total","Male","Geelong","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","135283","2"
"Australia","2019","Total","Male","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2021","301776","2"
"Australia","2019","Total","Male","Gold Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","309419","2"
"Australia","2019","Total","Male","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2021","348851","2"
"Australia","2019","Total","Male","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","668545","2"
"Australia","2019","Total","Male","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1242044","2"
"Australia","2019","Total","Male","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","77114","2"
"Australia","2019","Total","Male","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","117517","2"
"Australia","2019","Total","Male","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2514705","2"
"Australia","2019","Total","Male","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1036042","2"
"Australia","2019","Total","Male","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2641883","2"
"Australia","2019","Total","Male","Hobart","City proper","Estimate - de jure","Final figure, complete","2021","27277","2"
"Australia","2019","Total","Male","Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","107692","2"
"Australia","2019","Total","Male","Melbourne","City proper","Estimate - de jure","Final figure, complete","2021","88212","2"
"Australia","2019","Total","Male","Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2423454","2"
"Australia","2019","Total","Male","Newcastle","City proper","Estimate - de jure","Final figure, complete","2021","82448","2"
"Australia","2019","Total","Male","Newcastle","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","87078","2"
"Australia","2019","Total","Male","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2021","124154","2"
"Australia","2019","Total","Male","Newcastle-Maitland","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","242627","2"
"Australia","2019","Total","Male","Perth","City proper","Estimate - de jure","Final figure, complete","2021","15140","2"
"Australia","2019","Total","Male","Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1014525","2"
"Australia","2019","Total","Male","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2021","158738","2"
"Australia","2019","Total","Male","Sunshine Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","164726","2"
"Australia","2019","Total","Male","Sydney","City proper","Estimate - de jure","Final figure, complete","2021","127753","2"
"Australia","2019","Total","Male","Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2446616","2"
"Australia","2019","Total","Male","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2021","82477","2"
"Australia","2019","Total","Male","Townsville","City proper","Estimate - de jure","Final figure, complete","2021","97759","2"
"Australia","2019","Total","Male","Wollongong","City proper","Estimate - de jure","Final figure, complete","2021","108380","2"
"Australia","2019","Total","Female","Adelaide","City proper","Estimate - de jure","Final figure, complete","2021","12434","2"
"Australia","2019","Total","Female","Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","681821","2"
"Australia","2019","Total","Female","Ballarat","City proper","Estimate - de jure","Final figure, complete","2021","56410","2"
"Australia","2019","Total","Female","Bendigo","City proper","Estimate - de jure","Final figure, complete","2021","60407","2"
"Australia","2019","Total","Female","Brisbane","City proper","Estimate - de jure","Final figure, complete","2021","635354","2"
"Australia","2019","Total","Female","Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1231048","2"
"Australia","2019","Total","Female","Cairns","City proper","Estimate - de jure","Final figure, complete","2021","84575","2"
"Australia","2019","Total","Female","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2021","215733","2"
"Australia","2019","Total","Female","CANBERRA","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","215733","2"
"Australia","2019","Total","Female","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2021","245964","2"
"Australia","2019","Total","Female","Central Coast","City proper","Estimate - de jure","Final figure, complete","2021","175685","2"
"Australia","2019","Total","Female","Darwin","City proper","Estimate - de jure","Final figure, complete","2021","40684","2"
"Australia","2019","Total","Female","Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","63816","2"
"Australia","2019","Total","Female","Geelong","City proper","Estimate - de jure","Final figure, complete","2021","132019","2"
"Australia","2019","Total","Female","Geelong","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","140511","2"
"Australia","2019","Total","Female","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2021","318742","2"
"Australia","2019","Total","Female","Gold Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","326698","2"
"Australia","2019","Total","Female","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2021","368668","2"
"Australia","2019","Total","Female","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","691215","2"
"Australia","2019","Total","Female","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1272140","2"
"Australia","2019","Total","Female","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","70141","2"
"Australia","2019","Total","Female","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","118619","2"
"Australia","2019","Total","Female","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2563488","2"
"Australia","2019","Total","Female","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1049931","2"
"Australia","2019","Total","Female","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2670280","2"
"Australia","2019","Total","Female","Hobart","City proper","Estimate - de jure","Final figure, complete","2021","27372","2"
"Australia","2019","Total","Female","Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","108990","2"
"Australia","2019","Total","Female","Melbourne","City proper","Estimate - de jure","Final figure, complete","2021","90743","2"
"Australia","2019","Total","Female","Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2470416","2"
"Australia","2019","Total","Female","Newcastle","City proper","Estimate - de jure","Final figure, complete","2021","83123","2"
"Australia","2019","Total","Female","Newcastle","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","87986","2"
"Australia","2019","Total","Female","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2021","126583","2"
"Australia","2019","Total","Female","Newcastle-Maitland","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","248847","2"
"Australia","2019","Total","Female","Perth","City proper","Estimate - de jure","Final figure, complete","2021","13692","2"
"Australia","2019","Total","Female","Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","1030954","2"
"Australia","2019","Total","Female","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2021","169690","2"
"Australia","2019","Total","Female","Sunshine Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","176343","2"
"Australia","2019","Total","Female","Sydney","City proper","Estimate - de jure","Final figure, complete","2021","118590","2"
"Australia","2019","Total","Female","Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2021","2467727","2"
"Australia","2019","Total","Female","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2021","86531","2"
"Australia","2019","Total","Female","Townsville","City proper","Estimate - de jure","Final figure, complete","2021","97273","2"
"Australia","2019","Total","Female","Wollongong","City proper","Estimate - de jure","Final figure, complete","2021","109734","2"
"Australia","2018","Total","Both Sexes","Adelaide","City proper","Estimate - de jure","Final figure, complete","2020","24794","2"
"Australia","2018","Total","Both Sexes","Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","1326958","2"
"Australia","2018","Total","Both Sexes","Ballarat","City proper","Estimate - de jure","Final figure, complete","2020","107325","2"
"Australia","2018","Total","Both Sexes","Brisbane","City proper","Estimate - de jure","Final figure, complete","2020","1231605","2"
"Australia","2018","Total","Both Sexes","Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","2379724","2"
"Australia","2018","Total","Both Sexes","Cairns","City proper","Estimate - de jure","Final figure, complete","2020","165525","2"
"Australia","2018","Total","Both Sexes","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2020","420960","2"
"Australia","2018","Total","Both Sexes","CANBERRA","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","420960","2"
"Australia","2018","Total","Both Sexes","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2020","480919","2"
"Australia","2018","Total","Both Sexes","Central Coast","City proper","Estimate - de jure","Final figure, complete","2020","342047","2"
"Australia","2018","Total","Both Sexes","Darwin","City proper","Estimate - de jure","Final figure, complete","2020","84613","2"
"Australia","2018","Total","Both Sexes","Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","134544","2"
"Australia","2018","Total","Both Sexes","Geelong","City proper","Estimate - de jure","Final figure, complete","2020","252217","2"
"Australia","2018","Total","Both Sexes","Geelong","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","268277","2"
"Australia","2018","Total","Both Sexes","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2020","606774","2"
"Australia","2018","Total","Both Sexes","Gold Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","622048","2"
"Australia","2018","Total","Both Sexes","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2020","702882","2"
"Australia","2018","Total","Both Sexes","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","1345777","2"
"Australia","2018","Total","Both Sexes","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","2462637","2"
"Australia","2018","Total","Both Sexes","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","148564","2"
"Australia","2018","Total","Both Sexes","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","232606","2"
"Australia","2018","Total","Both Sexes","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","4963349","2"
"Australia","2018","Total","Both Sexes","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","2059484","2"
"Australia","2018","Total","Both Sexes","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","5230330","2"
"Australia","2018","Total","Both Sexes","Hobart","City proper","Estimate - de jure","Final figure, complete","2020","53684","2"
"Australia","2018","Total","Both Sexes","Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","213502","2"
"Australia","2018","Total","Both Sexes","Launceston","City proper","Estimate - de jure","Final figure, complete","2020","67449","2"
"Australia","2018","Total","Both Sexes","Melbourne","City proper","Estimate - de jure","Final figure, complete","2020","169961","2"
"Australia","2018","Total","Both Sexes","Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","4784608","2"
"Australia","2018","Total","Both Sexes","Newcastle","City proper","Estimate - de jure","Final figure, complete","2020","164104","2"
"Australia","2018","Total","Both Sexes","Newcastle","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","173251","2"
"Australia","2018","Total","Both Sexes","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2020","247307","2"
"Australia","2018","Total","Both Sexes","Newcastle-Maitland","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","486704","2"
"Australia","2018","Total","Both Sexes","Perth","City proper","Estimate - de jure","Final figure, complete","2020","27762","2"
"Australia","2018","Total","Both Sexes","Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","2020138","2"
"Australia","2018","Total","Both Sexes","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2020","319922","2"
"Australia","2018","Total","Both Sexes","Sydney","City proper","Estimate - de jure","Final figure, complete","2020","240229","2"
"Australia","2018","Total","Both Sexes","Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","4835206","2"
"Australia","2018","Total","Both Sexes","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2020","167657","2"
"Australia","2018","Total","Both Sexes","Townsville","City proper","Estimate - de jure","Final figure, complete","2020","194072","2"
"Australia","2018","Total","Both Sexes","Wollongong","City proper","Estimate - de jure","Final figure, complete","2020","216071","2"
"Australia","2018","Total","Male","Adelaide","City proper","Estimate - de jure","Final figure, complete","2020","12648","2"
"Australia","2018","Total","Male","Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","651997","2"
"Australia","2018","Total","Male","Ballarat","City proper","Estimate - de jure","Final figure, complete","2020","52032","2"
"Australia","2018","Total","Male","Brisbane","City proper","Estimate - de jure","Final figure, complete","2020","608693","2"
"Australia","2018","Total","Male","Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","1175360","2"
"Australia","2018","Total","Male","Cairns","City proper","Estimate - de jure","Final figure, complete","2020","81741","2"
"Australia","2018","Total","Male","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2020","208320","2"
"Australia","2018","Total","Male","CANBERRA","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","208320","2"
"Australia","2018","Total","Male","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2020","238491","2"
"Australia","2018","Total","Male","Central Coast","City proper","Estimate - de jure","Final figure, complete","2020","167140","2"
"Australia","2018","Total","Male","Darwin","City proper","Estimate - de jure","Final figure, complete","2020","43359","2"
"Australia","2018","Total","Male","Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","70478","2"
"Australia","2018","Total","Male","Geelong","City proper","Estimate - de jure","Final figure, complete","2020","123628","2"
"Australia","2018","Total","Male","Geelong","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","131587","2"
"Australia","2018","Total","Male","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2020","295788","2"
"Australia","2018","Total","Male","Gold Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","303299","2"
"Australia","2018","Total","Male","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2020","342315","2"
"Australia","2018","Total","Male","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","661528","2"
"Australia","2018","Total","Male","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","1217722","2"
"Australia","2018","Total","Male","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","78130","2"
"Australia","2018","Total","Male","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","115767","2"
"Australia","2018","Total","Male","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","2455249","2"
"Australia","2018","Total","Male","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","1024207","2"
"Australia","2018","Total","Male","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","2600157","2"
"Australia","2018","Total","Male","Hobart","City proper","Estimate - de jure","Final figure, complete","2020","26786","2"
"Australia","2018","Total","Male","Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","106118","2"
"Australia","2018","Total","Male","Launceston","City proper","Estimate - de jure","Final figure, complete","2020","32797","2"
"Australia","2018","Total","Male","Melbourne","City proper","Estimate - de jure","Final figure, complete","2020","83605","2"
"Australia","2018","Total","Male","Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","2366735","2"
"Australia","2018","Total","Male","Newcastle","City proper","Estimate - de jure","Final figure, complete","2020","81550","2"
"Australia","2018","Total","Male","Newcastle","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","86077","2"
"Australia","2018","Total","Male","Newcastle-Maitland","City proper","Estimate - de jure","Final figure, complete","2020","122290","2"
"Australia","2018","Total","Male","Newcastle-Maitland","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","240185","2"
"Australia","2018","Total","Male","Perth","City proper","Estimate - de jure","Final figure, complete","2020","14515","2"
"Australia","2018","Total","Male","Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","1003250","2"
"Australia","2018","Total","Male","Sunshine Coast","City proper","Estimate - de jure","Final figure, complete","2020","154674","2"
"Australia","2018","Total","Male","Sydney","City proper","Estimate - de jure","Final figure, complete","2020","124590","2"
"Australia","2018","Total","Male","Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","2406373","2"
"Australia","2018","Total","Male","Toowoomba","City proper","Estimate - de jure","Final figure, complete","2020","81698","2"
"Australia","2018","Total","Male","Townsville","City proper","Estimate - de jure","Final figure, complete","2020","97203","2"
"Australia","2018","Total","Male","Wollongong","City proper","Estimate - de jure","Final figure, complete","2020","107200","2"
"Australia","2018","Total","Female","Adelaide","City proper","Estimate - de jure","Final figure, complete","2020","12146","2"
"Australia","2018","Total","Female","Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","674961","2"
"Australia","2018","Total","Female","Ballarat","City proper","Estimate - de jure","Final figure, complete","2020","55293","2"
"Australia","2018","Total","Female","Brisbane","City proper","Estimate - de jure","Final figure, complete","2020","622912","2"
"Australia","2018","Total","Female","Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","1204364","2"
"Australia","2018","Total","Female","Cairns","City proper","Estimate - de jure","Final figure, complete","2020","83784","2"
"Australia","2018","Total","Female","CANBERRA","City proper","Estimate - de jure","Final figure, complete","2020","212640","2"
"Australia","2018","Total","Female","CANBERRA","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","212640","2"
"Australia","2018","Total","Female","Canberra-Queanbeyan","City proper","Estimate - de jure","Final figure, complete","2020","242428","2"
"Australia","2018","Total","Female","Central Coast","City proper","Estimate - de jure","Final figure, complete","2020","174907","2"
"Australia","2018","Total","Female","Darwin","City proper","Estimate - de jure","Final figure, complete","2020","41254","2"
"Australia","2018","Total","Female","Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","64066","2"
"Australia","2018","Total","Female","Geelong","City proper","Estimate - de jure","Final figure, complete","2020","128589","2"
"Australia","2018","Total","Female","Geelong","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","136690","2"
"Australia","2018","Total","Female","Gold Coast","City proper","Estimate - de jure","Final figure, complete","2020","310986","2"
"Australia","2018","Total","Female","Gold Coast","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","318749","2"
"Australia","2018","Total","Female","Gold Coast-Tweed Heads","City proper","Estimate - de jure","Final figure, complete","2020","360567","2"
"Australia","2018","Total","Female","Greater Adelaide","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","684249","2"
"Australia","2018","Total","Female","Greater Brisbane","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","1244915","2"
"Australia","2018","Total","Female","Greater Darwin","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","70434","2"
"Australia","2018","Total","Female","Greater Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","116839","2"
"Australia","2018","Total","Female","Greater Melbourne","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","2508100","2"
"Australia","2018","Total","Female","Greater Perth","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","1035277","2"
"Australia","2018","Total","Female","Greater Sydney","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","2630173","2"
"Australia","2018","Total","Female","Hobart","City proper","Estimate - de jure","Final figure, complete","2020","26898","2"
"Australia","2018","Total","Female","Hobart","Urban agglomeration","Estimate - de jure","Final figure, complete","2020","107384","2"
"Australia","2018","Total","Female","Launceston","City proper","Estimate - de jure","Final figure, complete","2020","34652","2"
